cou,Sector_name,stri_score,all_average,Grid
"AUS",".",,,"STRI2023"
"AUS","Legal services",.1403131,.3353473,"STRI2023"
"AUS","Road freight transport",.0965571,.2133213,"STRI2023"
"AUS","Rail freight transport",.1367301,.3009113,"STRI2023"
"AUS","Accounting services",.1678777,.3165244,"STRI2023"
"AUS","..............",,,"STRI2023"
"AUS","Insurance",.1686073,.2089682,"STRI2023"
"AUS","Freight-forwarding",.1757576,.2006892,"STRI2023"
"AUS","Architecture services",.2004956,.2262807,"STRI2023"
"AUS","Courier services",.3579918,.2598246,"STRI2023"
"AUS","..",,,"STRI2023"
"AUT",".",,,"STRI2023"
"AUT","Courier services",.1203555,.2598246,"STRI2023"
"AUT","Rail freight transport",.17188,.3009113,"STRI2023"
"AUT","Commercial banking",.1738832,.2254845,"STRI2023"
"AUT","Telecommunication",.1883908,.2288898,"STRI2023"
"AUT","..............",,,"STRI2023"
"AUT","Architecture services",.2640235,.2262807,"STRI2023"
"AUT","Freight-forwarding",.2363636,.2006892,"STRI2023"
"AUT","Broadcasting",.3483358,.2947994,"STRI2023"
"AUT","Engineering services",.2532687,.2072272,"STRI2023"
"AUT","..",,,"STRI2023"
"BEL",".",,,"STRI2023"
"BEL","Legal services",.2045178,.3353473,"STRI2023"
"BEL","Rail freight transport",.213802,.3009113,"STRI2023"
"BEL","Broadcasting",.2246085,.2947994,"STRI2023"
"BEL","Insurance",.1736983,.2089682,"STRI2023"
"BEL","..............",,,"STRI2023"
"BEL","Accounting services",.3887375,.3165244,"STRI2023"
"BEL","Sound recording",.2591493,.1937993,"STRI2023"
"BEL","Computer services",.2709283,.1986697,"STRI2023"
"BEL","Architecture services",.3095292,.2262807,"STRI2023"
"BEL","..",,,"STRI2023"
"BRA",".",,,"STRI2023"
"BRA","Air transport",.2065682,.4015115,"STRI2023"
"BRA","Rail freight transport",.2118672,.3009113,"STRI2023"
"BRA","Architecture services",.1811219,.2262807,"STRI2023"
"BRA","Freight-forwarding",.1769697,.2006892,"STRI2023"
"BRA","..............",,,"STRI2023"
"BRA","Insurance",.3093654,.2089682,"STRI2023"
"BRA","Broadcasting",.4371524,.2947994,"STRI2023"
"BRA","Motion pictures",.3109762,.1948869,"STRI2023"
"BRA","Courier services",.4948331,.2598246,"STRI2023"
"BRA","..",,,"STRI2023"
"CAN",".",,,"STRI2023"
"CAN","Rail freight transport",.1257659,.3009113,"STRI2023"
"CAN","Legal services",.1675883,.3353473,"STRI2023"
"CAN","Storage and warehouse",.1611775,.2236967,"STRI2023"
"CAN","Road freight transport",.156614,.2133213,"STRI2023"
"CAN","..............",,,"STRI2023"
"CAN","Motion pictures",.2019974,.1948869,"STRI2023"
"CAN","Distribution services",.2266639,.1873185,"STRI2023"
"CAN","Telecommunication",.2857859,.2288898,"STRI2023"
"CAN","Courier services",.3656873,.2598246,"STRI2023"
"CAN","..",,,"STRI2023"
"CHE",".",,,"STRI2023"
"CHE","Legal services",.2775331,.3353473,"STRI2023"
"CHE","Rail freight transport",.2508868,.3009113,"STRI2023"
"CHE","Architecture services",.1948637,.2262807,"STRI2023"
"CHE","Distribution services",.1658192,.1873185,"STRI2023"
"CHE","..............",,,"STRI2023"
"CHE","Broadcasting",.3594592,.2947994,"STRI2023"
"CHE","Computer services",.2424793,.1986697,"STRI2023"
"CHE","Freight-forwarding",.2484848,.2006892,"STRI2023"
"CHE","Courier services",.3573706,.2598246,"STRI2023"
"CHE","..",,,"STRI2023"
"CHL",".",,,"STRI2023"
"CHL","Accounting services",.1058129,.3165244,"STRI2023"
"CHL","Legal services",.1215672,.3353473,"STRI2023"
"CHL","Air transport",.150065,.4015115,"STRI2023"
"CHL","Architecture services",.1432755,.2262807,"STRI2023"
"CHL","..............",,,"STRI2023"
"CHL","Customs brokerage",.1881492,.2046742,"STRI2023"
"CHL","Telecommunication",.2234682,.2288898,"STRI2023"
"CHL","Broadcasting",.2993069,.2947994,"STRI2023"
"CHL","Courier services",.4564016,.2598246,"STRI2023"
"CHL","..",,,"STRI2023"
"CHN",".",,,"STRI2023"
"CHN","Road freight transport",.1465183,.2133213,"STRI2023"
"CHN","Architecture services",.1610723,.2262807,"STRI2023"
"CHN","Engineering services",.1643372,.2072272,"STRI2023"
"CHN","Rail freight transport",.2492744,.3009113,"STRI2023"
"CHN","..............",,,"STRI2023"
"CHN","Sound recording",.4885152,.1937993,"STRI2023"
"CHN","Motion pictures",.5169882,.1948869,"STRI2023"
"CHN","Telecommunication",.6083785,.2288898,"STRI2023"
"CHN","Courier services",.7560895,.2598246,"STRI2023"
"CHN","..",,,"STRI2023"
"COL",".",,,"STRI2023"
"COL","Legal services",.1293467,.3353473,"STRI2023"
"COL","Accounting services",.2031486,.3165244,"STRI2023"
"COL","Air transport",.2627,.4015115,"STRI2023"
"COL","Rail freight transport",.2060626,.3009113,"STRI2023"
"COL","..............",,,"STRI2023"
"COL","Customs brokerage",.2448064,.2046742,"STRI2023"
"COL","Commercial banking",.2701031,.2254845,"STRI2023"
"COL","Freight-forwarding",.2569697,.2006892,"STRI2023"
"COL","Broadcasting",.6277916,.2947994,"STRI2023"
"COL","..",,,"STRI2023"
"CRI",".",,,"STRI2023"
"CRI","Legal services",.0889493,.3353473,"STRI2023"
"CRI","Air transport",.2202032,.4015115,"STRI2023"
"CRI","Courier services",.1474122,.2598246,"STRI2023"
"CRI","Commercial banking",.1484536,.2254845,"STRI2023"
"CRI","..............",,,"STRI2023"
"CRI","Freight-forwarding",.2133333,.2006892,"STRI2023"
"CRI","Storage and warehouse",.2432082,.2236967,"STRI2023"
"CRI","Cargo-handling",.2622245,.2305399,"STRI2023"
"CRI","Road freight transport",.2913539,.2133213,"STRI2023"
"CRI","..",,,"STRI2023"
"CZE",".",,,"STRI2023"
"CZE","Courier services",.0966707,.2598246,"STRI2023"
"CZE","Commercial banking",.0886598,.2254845,"STRI2023"
"CZE","Storage and warehouse",.0931741,.2236967,"STRI2023"
"CZE","Accounting services",.1336664,.3165244,"STRI2023"
"CZE","..............",,,"STRI2023"
"CZE","Construction",.1577577,.2187966,"STRI2023"
"CZE","Engineering services",.1543057,.2072272,"STRI2023"
"CZE","Legal services",.253632,.3353473,"STRI2023"
"CZE","Air transport",.3958405,.4015115,"STRI2023"
"CZE","..",,,"STRI2023"
"DEU",".",,,"STRI2023"
"DEU","Courier services",.1023505,.2598246,"STRI2023"
"DEU","Insurance",.1044911,.2089682,"STRI2023"
"DEU","Telecommunication",.1185541,.2288898,"STRI2023"
"DEU","Accounting services",.1721162,.3165244,"STRI2023"
"DEU","..............",,,"STRI2023"
"DEU","Distribution services",.1505884,.1873185,"STRI2023"
"DEU","Computer services",.1601619,.1986697,"STRI2023"
"DEU","Air transport",.3729475,.4015115,"STRI2023"
"DEU","Road freight transport",.2026922,.2133213,"STRI2023"
"DEU","..",,,"STRI2023"
"DNK",".",,,"STRI2023"
"DNK","Broadcasting",.1475143,.2947994,"STRI2023"
"DNK","Telecommunication",.1161279,.2288898,"STRI2023"
"DNK","Rail freight transport",.1534989,.3009113,"STRI2023"
"DNK","Courier services",.1392772,.2598246,"STRI2023"
"DNK","..............",,,"STRI2023"
"DNK","Computer services",.1719449,.1986697,"STRI2023"
"DNK","Road freight transport",.1914315,.2133213,"STRI2023"
"DNK","Air transport",.3756798,.4015115,"STRI2023"
"DNK","Sound recording",.201121,.1937993,"STRI2023"
"DNK","..",,,"STRI2023"
"ESP",".",,,"STRI2023"
"ESP","Commercial banking",.0460481,.2254845,"STRI2023"
"ESP","Cargo-handling",.085888,.2305399,"STRI2023"
"ESP","Sound recording",.0764919,.1937993,"STRI2023"
"ESP","Telecommunication",.0909985,.2288898,"STRI2023"
"ESP","..............",,,"STRI2023"
"ESP","Distribution services",.1276029,.1873185,"STRI2023"
"ESP","Accounting services",.2282773,.3165244,"STRI2023"
"ESP","Road freight transport",.1571318,.2133213,"STRI2023"
"ESP","Air transport",.3501605,.4015115,"STRI2023"
"ESP","..",,,"STRI2023"
"EST",".",,,"STRI2023"
"EST","Insurance",.0588487,.2089682,"STRI2023"
"EST","Courier services",.1458736,.2598246,"STRI2023"
"EST","Storage and warehouse",.1310751,.2236967,"STRI2023"
"EST","Telecommunication",.1433759,.2288898,"STRI2023"
"EST","..............",,,"STRI2023"
"EST","Maritime transport",.2815661,.2596248,"STRI2023"
"EST","Construction",.2429138,.2187966,"STRI2023"
"EST","Legal services",.4143781,.3353473,"STRI2023"
"EST","Architecture services",.2951115,.2262807,"STRI2023"
"EST","..",,,"STRI2023"
"FIN",".",,,"STRI2023"
"FIN","Legal services",.1266285,.3353473,"STRI2023"
"FIN","Accounting services",.2129882,.3165244,"STRI2023"
"FIN","Telecommunication",.1765851,.2288898,"STRI2023"
"FIN","Architecture services",.1790944,.2262807,"STRI2023"
"FIN","..............",,,"STRI2023"
"FIN","Cargo-handling",.2551305,.2305399,"STRI2023"
"FIN","Road freight transport",.2451463,.2133213,"STRI2023"
"FIN","Insurance",.2410656,.2089682,"STRI2023"
"FIN","Distribution services",.2283535,.1873185,"STRI2023"
"FIN","..",,,"STRI2023"
"FRA",".",,,"STRI2023"
"FRA","Courier services",.0959505,.2598246,"STRI2023"
"FRA","Insurance",.0919401,.2089682,"STRI2023"
"FRA","Customs brokerage",.1107177,.2046742,"STRI2023"
"FRA","Engineering services",.1133904,.2072272,"STRI2023"
"FRA","..............",,,"STRI2023"
"FRA","Distribution services",.2092226,.1873185,"STRI2023"
"FRA","Accounting services",.3710263,.3165244,"STRI2023"
"FRA","Architecture services",.2836224,.2262807,"STRI2023"
"FRA","Legal services",.4664917,.3353473,"STRI2023"
"FRA","..",,,"STRI2023"
"GBR",".",,,"STRI2023"
"GBR","Telecommunication",.0786046,.2288898,"STRI2023"
"GBR","Legal services",.1351579,.3353473,"STRI2023"
"GBR","Rail freight transport",.1344727,.3009113,"STRI2023"
"GBR","Courier services",.1244967,.2598246,"STRI2023"
"GBR","..............",,,"STRI2023"
"GBR","Motion pictures",.1473612,.1948869,"STRI2023"
"GBR","Freight-forwarding",.16,.2006892,"STRI2023"
"GBR","Accounting services",.2680896,.3165244,"STRI2023"
"GBR","Road freight transport",.1812063,.2133213,"STRI2023"
"GBR","..",,,"STRI2023"
"GRC",".",,,"STRI2023"
"GRC","Rail freight transport",.1767172,.3009113,"STRI2023"
"GRC","Courier services",.1916555,.2598246,"STRI2023"
"GRC","Storage and warehouse",.1955631,.2236967,"STRI2023"
"GRC","Broadcasting",.2633696,.2947994,"STRI2023"
"GRC","..............",,,"STRI2023"
"GRC","Construction",.286845,.2187966,"STRI2023"
"GRC","Maritime transport",.3461664,.2596248,"STRI2023"
"GRC","Legal services",.4544943,.3353473,"STRI2023"
"GRC","Distribution services",.256759,.1873185,"STRI2023"
"GRC","..",,,"STRI2023"
"HUN",".",,,"STRI2023"
"HUN","Broadcasting",.1952597,.2947994,"STRI2023"
"HUN","Rail freight transport",.2041277,.3009113,"STRI2023"
"HUN","Courier services",.1777916,.2598246,"STRI2023"
"HUN","Accounting services",.2222222,.3165244,"STRI2023"
"HUN","..............",,,"STRI2023"
"HUN","Construction",.2347136,.2187966,"STRI2023"
"HUN","Distribution services",.2016358,.1873185,"STRI2023"
"HUN","Computer services",.2252856,.1986697,"STRI2023"
"HUN","Legal services",.7067204,.3353473,"STRI2023"
"HUN","..",,,"STRI2023"
"IDN",".",,,"STRI2023"
"IDN","Rail freight transport",.2605611,.3009113,"STRI2023"
"IDN","Architecture services",.2140122,.2262807,"STRI2023"
"IDN","Engineering services",.1988278,.2072272,"STRI2023"
"IDN","Sound recording",.1923288,.1937993,"STRI2023"
"IDN","..............",,,"STRI2023"
"IDN","Commercial banking",.5072165,.2254845,"STRI2023"
"IDN","Telecommunication",.5790289,.2288898,"STRI2023"
"IDN","Insurance",.5348052,.2089682,"STRI2023"
"IDN","Legal services",.8719655,.3353473,"STRI2023"
"IDN","..",,,"STRI2023"
"IND",".",,,"STRI2023"
"IND","Engineering services",.1553201,.2072272,"STRI2023"
"IND","Computer services",.1535598,.1986697,"STRI2023"
"IND","Road freight transport",.1853482,.2133213,"STRI2023"
"IND","Construction",.204151,.2187966,"STRI2023"
"IND","..............",,,"STRI2023"
"IND","Architecture services",.5370579,.2262807,"STRI2023"
"IND","Accounting services",.7620345,.3165244,"STRI2023"
"IND","Legal services",.8653108,.3353473,"STRI2023"
"IND","Rail freight transport",1,.3009113,"STRI2023"
"IND","..",,,"STRI2023"
"IRL",".",,,"STRI2023"
"IRL","Insurance",.1013156,.2089682,"STRI2023"
"IRL","Telecommunication",.1184741,.2288898,"STRI2023"
"IRL","Rail freight transport",.1699452,.3009113,"STRI2023"
"IRL","Broadcasting",.1801147,.2947994,"STRI2023"
"IRL","..............",,,"STRI2023"
"IRL","Freight-forwarding",.1781818,.2006892,"STRI2023"
"IRL","Architecture services",.2059022,.2262807,"STRI2023"
"IRL","Computer services",.1858332,.1986697,"STRI2023"
"IRL","Air transport",.3825503,.4015115,"STRI2023"
"IRL","..",,,"STRI2023"
"ISL",".",,,"STRI2023"
"ISL","Accounting services",.3186497,.3165244,"STRI2023"
"ISL","Legal services",.3479239,.3353473,"STRI2023"
"ISL","Courier services",.2931876,.2598246,"STRI2023"
"ISL","Air transport",.4791628,.4015115,"STRI2023"
"ISL","..............",,,"STRI2023"
"ISL","Distribution services",.3120309,.1873185,"STRI2023"
"ISL","Sound recording",.3414661,.1937993,"STRI2023"
"ISL","Computer services",.3806785,.1986697,"STRI2023"
"ISL","Construction",.4232577,.2187966,"STRI2023"
"ISL","..",,,"STRI2023"
"ISR",".",,,"STRI2023"
"ISR","Distribution services",.1550059,.1873185,"STRI2023"
"ISR","Storage and warehouse",.1937201,.2236967,"STRI2023"
"ISR","Legal services",.3000281,.3353473,"STRI2023"
"ISR","Commercial banking",.2123711,.2254845,"STRI2023"
"ISR","..............",,,"STRI2023"
"ISR","Sound recording",.2644247,.1937993,"STRI2023"
"ISR","Telecommunication",.313108,.2288898,"STRI2023"
"ISR","Courier services",.4127581,.2598246,"STRI2023"
"ISR","Rail freight transport",1,.3009113,"STRI2023"
"ISR","..",,,"STRI2023"
"ITA",".",,,"STRI2023"
"ITA","Legal services",.1988003,.3353473,"STRI2023"
"ITA","Rail freight transport",.1892938,.3009113,"STRI2023"
"ITA","Courier services",.1792811,.2598246,"STRI2023"
"ITA","Telecommunication",.1681043,.2288898,"STRI2023"
"ITA","..............",,,"STRI2023"
"ITA","Sound recording",.2756347,.1937993,"STRI2023"
"ITA","Architecture services",.3392656,.2262807,"STRI2023"
"ITA","Accounting services",.5039358,.3165244,"STRI2023"
"ITA","Engineering services",.386046,.2072272,"STRI2023"
"ITA","..",,,"STRI2023"
"JPN",".",,,"STRI2023"
"JPN","Engineering services",.0572588,.2072272,"STRI2023"
"JPN","Sound recording",.0575887,.1937993,"STRI2023"
"JPN","Motion pictures",.0689318,.1948869,"STRI2023"
"JPN","Cargo-handling",.0927287,.2305399,"STRI2023"
"JPN","..............",,,"STRI2023"
"JPN","Broadcasting",.2341918,.2947994,"STRI2023"
"JPN","Air transport",.3469772,.4015115,"STRI2023"
"JPN","Telecommunication",.2243028,.2288898,"STRI2023"
"JPN","Legal services",.5107321,.3353473,"STRI2023"
"JPN","..",,,"STRI2023"
"KAZ",".",,,"STRI2023"
"KAZ","Legal services",.1638392,.3353473,"STRI2023"
"KAZ","Accounting services",.2617317,.3165244,"STRI2023"
"KAZ","Architecture services",.2131111,.2262807,"STRI2023"
"KAZ","Road freight transport",.2208128,.2133213,"STRI2023"
"KAZ","..............",,,"STRI2023"
"KAZ","Commercial banking",.3402062,.2254845,"STRI2023"
"KAZ","Distribution services",.3348238,.1873185,"STRI2023"
"KAZ","Telecommunication",.5985175,.2288898,"STRI2023"
"KAZ","Rail freight transport",1,.3009113,"STRI2023"
"KAZ","..",,,"STRI2023"
"KOR",".",,,"STRI2023"
"KOR","Insurance",.1162105,.2089682,"STRI2023"
"KOR","Storage and warehouse",.1403413,.2236967,"STRI2023"
"KOR","Engineering services",.1628719,.2072272,"STRI2023"
"KOR","Cargo-handling",.1834304,.2305399,"STRI2023"
"KOR","..............",,,"STRI2023"
"KOR","Legal services",.5246977,.3353473,"STRI2023"
"KOR","Courier services",.4160337,.2598246,"STRI2023"
"KOR","Accounting services",1,.3165244,"STRI2023"
"KOR","Rail freight transport",1,.3009113,"STRI2023"
"KOR","..",,,"STRI2023"
"LTU",".",,,"STRI2023"
"LTU","Courier services",.1261335,.2598246,"STRI2023"
"LTU","Accounting services",.1557675,.3165244,"STRI2023"
"LTU","Broadcasting",.1501669,.2947994,"STRI2023"
"LTU","Cargo-handling",.1337725,.2305399,"STRI2023"
"LTU","..............",,,"STRI2023"
"LTU","Computer services",.1728588,.1986697,"STRI2023"
"LTU","Road freight transport",.1935025,.2133213,"STRI2023"
"LTU","Air transport",.3931613,.4015115,"STRI2023"
"LTU","Legal services",.4134409,.3353473,"STRI2023"
"LTU","..",,,"STRI2023"
"LUX",".",,,"STRI2023"
"LUX","Cargo-handling",.1091969,.2305399,"STRI2023"
"LUX","Rail freight transport",.1428571,.3009113,"STRI2023"
"LUX","Courier services",.1325335,.2598246,"STRI2023"
"LUX","Broadcasting",.1566698,.2947994,"STRI2023"
"LUX","..............",,,"STRI2023"
"LUX","Distribution services",.1772307,.1873185,"STRI2023"
"LUX","Engineering services",.2009693,.2072272,"STRI2023"
"LUX","Architecture services",.2331606,.2262807,"STRI2023"
"LUX","Air transport",.4201395,.4015115,"STRI2023"
"LUX","..",,,"STRI2023"
"LVA",".",,,"STRI2023"
"LVA","Legal services",.1152873,.3353473,"STRI2023"
"LVA","Accounting services",.1372994,.3165244,"STRI2023"
"LVA","Cargo-handling",.1175576,.2305399,"STRI2023"
"LVA","Storage and warehouse",.1242833,.2236967,"STRI2023"
"LVA","..............",,,"STRI2023"
"LVA","Architecture services",.1592701,.2262807,"STRI2023"
"LVA","Computer services",.1436491,.1986697,"STRI2023"
"LVA","Road freight transport",.1650272,.2133213,"STRI2023"
"LVA","Air transport",.4027111,.4015115,"STRI2023"
"LVA","..",,,"STRI2023"
"MEX",".",,,"STRI2023"
"MEX","Legal services",.1932702,.3353473,"STRI2023"
"MEX","Accounting services",.2403875,.3165244,"STRI2023"
"MEX","Telecommunication",.2078736,.2288898,"STRI2023"
"MEX","Rail freight transport",.2918413,.3009113,"STRI2023"
"MEX","..............",,,"STRI2023"
"MEX","Courier services",.4341168,.2598246,"STRI2023"
"MEX","Broadcasting",.6232566,.2947994,"STRI2023"
"MEX","Road freight transport",.4776081,.2133213,"STRI2023"
"MEX","Customs brokerage",.9999999,.2046742,"STRI2023"
"MEX","..",,,"STRI2023"
"MYS",".",,,"STRI2023"
"MYS","Commercial banking",.2006873,.2254845,"STRI2023"
"MYS","Courier services",.2472092,.2598246,"STRI2023"
"MYS","Storage and warehouse",.2161263,.2236967,"STRI2023"
"MYS","Sound recording",.1880426,.1937993,"STRI2023"
"MYS","..............",,,"STRI2023"
"MYS","Architecture services",.3041226,.2262807,"STRI2023"
"MYS","Engineering services",.2785167,.2072272,"STRI2023"
"MYS","Distribution services",.3432316,.1873185,"STRI2023"
"MYS","Legal services",.6395164,.3353473,"STRI2023"
"MYS","..",,,"STRI2023"
"NLD",".",,,"STRI2023"
"NLD","Courier services",.0697614,.2598246,"STRI2023"
"NLD","Rail freight transport",.0902935,.3009113,"STRI2023"
"NLD","Insurance",.0757599,.2089682,"STRI2023"
"NLD","Customs brokerage",.0934844,.2046742,"STRI2023"
"NLD","..............",,,"STRI2023"
"NLD","Computer services",.1410688,.1986697,"STRI2023"
"NLD","Distribution services",.1405414,.1873185,"STRI2023"
"NLD","Road freight transport",.1601087,.2133213,"STRI2023"
"NLD","Air transport",.3836114,.4015115,"STRI2023"
"NLD","..",,,"STRI2023"
"NOR",".",,,"STRI2023"
"NOR","Legal services",.2197957,.3353473,"STRI2023"
"NOR","Architecture services",.1770669,.2262807,"STRI2023"
"NOR","Rail freight transport",.2450822,.3009113,"STRI2023"
"NOR","Customs brokerage",.1673749,.2046742,"STRI2023"
"NOR","..............",,,"STRI2023"
"NOR","Cargo-handling",.2761591,.2305399,"STRI2023"
"NOR","Road freight transport",.2658556,.2133213,"STRI2023"
"NOR","Air transport",.5231716,.4015115,"STRI2023"
"NOR","Insurance",.2902112,.2089682,"STRI2023"
"NOR","..",,,"STRI2023"
"NZL",".",,,"STRI2023"
"NZL","Broadcasting",.1796868,.2947994,"STRI2023"
"NZL","Accounting services",.1980018,.3165244,"STRI2023"
"NZL","Insurance",.1316599,.2089682,"STRI2023"
"NZL","Legal services",.2117349,.3353473,"STRI2023"
"NZL","..............",,,"STRI2023"
"NZL","Commercial banking",.2226804,.2254845,"STRI2023"
"NZL","Storage and warehouse",.2306826,.2236967,"STRI2023"
"NZL","Cargo-handling",.2584241,.2305399,"STRI2023"
"NZL","Freight-forwarding",.2266667,.2006892,"STRI2023"
"NZL","..",,,"STRI2023"
"PER",".",,,"STRI2023"
"PER","Legal services",.1438748,.3353473,"STRI2023"
"PER","Accounting services",.1892219,.3165244,"STRI2023"
"PER","Rail freight transport",.1970332,.3009113,"STRI2023"
"PER","Telecommunication",.1528441,.2288898,"STRI2023"
"PER","..............",,,"STRI2023"
"PER","Cargo-handling",.2944008,.2305399,"STRI2023"
